order_item_id,order_id,product_id,quantity,unit_price
224,72,138,1,15.26
225,72,181,3,10.94
226,72,148,2,75.01
227,73,44,3,51.31
228,73,75,1,3.53
229,73,196,1,18.81
230,73,157,1,88.69
231,74,152,3,17.21
232,74,59,3,60.5
233,75,93,3,7.09
234,75,128,1,26.06
235,76,106,1,3.09
236,76,64,2,26.42
237,76,186,3,27.48
238,77,165,3,90.83
239,77,5,1,41.02
240,77,37,1,94.21
241,77,156,3,57.94
242,77,142,1,94.28
243,78,89,1,48.78
244,78,36,1,71.45
245,79,200,3,35.79
246,80,174,2,23.13
247,80,137,1,50.53
248,80,124,1,12.46
249,81,101,3,16.05
250,81,26,3,99.19
251,82,57,1,60.72
252,82,158,2,72.86
253,82,45,2,8.29
254,82,196,3,18.81
255,82,31,2,9.64
256,83,114,3,69.74
257,83,129,2,97.87
258,84,33,2,70.77
259,85,38,2,38.09
260,85,31,1,9.64
261,85,147,2,22.88
262,85,121,1,93.04
263,86,124,2,12.46
264,87,121,1,93.04
265,87,194,2,92.17
266,87,200,1,35.79
267,88,170,1,48.48
268,88,92,1,49.26
269,88,96,3,52.96
270,89,70,1,85.62
271,89,120,3,41.53
272,90,36,1,71.45
273,90,151,1,36.77
274,91,45,1,8.29
275,91,45,2,8.29
276,92,8,1,3.42
277,93,2,3,19.07
278,93,91,3,77.03
279,94,41,3,64.02
280,94,40,3,47.83
281,94,20,1,84.28
282,94,90,2,80.69
283,95,21,1,85.32
284,95,183,3,99.07
285,95,60,3,56.64
286,96,6,1,96.88
287,96,37,3,94.21
288,96,185,3,91.06
289,96,108,1,12.74
290,97,122,3,41.81
291,97,151,3,36.77
292,97,28,3,15.59
293,98,30,3,34.66
294,98,193,2,92.29
295,98,64,1,26.42
296,98,56,2,36.39
297,99,33,1,70.77
298,99,159,2,99.14
299,99,148,1,75.01
300,100,169,2,6.39
301,100,53,1,53.5
302,100,19,1,78.17
303,100,179,2,85.79
304,101,160,1,72.4
305,101,33,1,70.77
306,102,25,3,77.71
307,102,38,3,38.09
308,102,45,3,8.29
309,103,84,1,28.79
310,103,105,2,72.61
311,103,98,2,41.86
312,104,57,3,60.72
313,105,142,3,94.28
314,105,127,3,54.92
315,106,48,1,51.52
316,106,19,2,78.17
317,106,92,2,49.26
318,106,100,3,13.84
319,107,26,1,99.19
320,107,162,1,27.63
321,107,136,2,2.0
322,108,158,2,72.86
323,108,192,3,26.0
324,108,157,2,88.69
325,108,154,3,47.32
326,108,130,3,62.46
327,109,195,1,47.38
328,109,28,2,15.59
329,110,144,1,61.14
330,110,193,1,92.29
331,110,109,2,17.75
332,110,181,1,10.94
333,110,182,3,92.38
334,111,166,3,46.34
335,112,73,3,21.82
336,112,39,1,74.28
337,112,84,1,28.79
338,113,100,2,13.84
339,113,3,3,9.55
340,114,188,2,70.11
341,114,60,1,56.64
342,114,105,1,72.61
343,114,122,2,41.81
344,115,118,2,55.59
345,115,30,3,34.66
346,115,145,3,26.26
347,116,134,2,82.52
348,117,167,3,69.9
349,117,84,1,28.79
350,117,36,3,71.45
351,118,153,3,43.59
352,118,164,3,42.67
353,118,28,3,15.59
354,119,71,3,28.07
355,119,38,3,38.09
356,119,74,2,16.95
357,119,197,2,31.82
358,119,159,3,99.14
359,120,143,1,93.29
360,120,148,1,75.01
361,120,143,2,93.29
362,120,164,2,42.67
363,121,130,2,62.46
364,121,21,2,85.32
365,122,117,2,75.9
366,122,102,1,68.98
367,123,124,1,12.46
368,123,63,2,51.43
369,123,180,1,24.21
370,123,182,1,92.38
371,123,83,2,88.29
372,124,107,2,84.03
373,124,88,2,28.46
374,125,140,3,9.44
375,125,94,3,26.4
376,125,153,3,43.59
377,126,96,1,52.96
378,127,73,2,21.82
379,127,84,3,28.79
380,127,197,1,31.82
381,128,29,3,47.37
382,128,29,3,47.37
383,129,119,2,16.96
384,129,191,2,73.1
385,129,11,3,21.86
386,129,153,3,43.59
387,130,176,2,83.64
388,131,166,2,46.34
389,131,14,2,15.57
390,131,11,3,21.86
391,131,37,1,94.21
392,132,52,3,28.97
393,132,162,2,27.63
394,132,83,2,88.29
395,132,127,2,54.92
396,132,58,1,41.82
397,133,57,2,60.72
398,133,115,3,15.31
399,133,74,2,16.95
400,134,169,1,6.39
401,134,127,1,54.92
402,134,120,1,41.53
403,134,73,3,21.82
404,135,56,2,36.39
405,135,182,3,92.38
406,135,145,1,26.26
407,135,194,2,92.17
408,136,151,2,36.77
409,136,144,1,61.14
410,137,61,2,92.49
411,137,46,3,94.35
412,137,59,3,60.5
413,138,48,2,51.52
414,138,38,2,38.09
415,138,44,3,51.31
416,138,42,2,44.91
417,138,98,1,41.86
418,139,36,1,71.45
419,139,173,1,76.28
420,139,86,1,24.15
421,139,72,2,78.92
422,140,75,3,3.53
423,141,104,2,35.86
424,142,11,1,21.86
425,142,154,1,47.32
426,142,102,1,68.98
427,142,36,1,71.45
428,143,200,1,35.79
429,143,189,3,86.72
430,143,86,2,24.15
431,143,132,2,12.67
432,143,41,2,64.02
433,144,94,3,26.4
434,145,129,2,97.87
435,146,24,1,86.52
436,146,67,2,56.83
437,147,126,1,62.77
438,147,157,1,88.69
439,147,4,2,4.76
440,148,113,2,27.76
441,148,69,2,47.34
442,148,68,1,19.98
443,148,189,3,86.72
444,149,196,1,18.81
445,149,139,1,32.14
446,149,57,1,60.72
447,149,159,1,99.14
448,149,188,2,70.11
449,150,97,3,1.49
450,151,9,2,25.51
451,151,113,3,27.76
452,151,15,1,72.81
453,151,90,2,80.69
454,151,24,1,86.52
455,152,36,2,71.45
456,152,89,2,48.78
457,152,197,2,31.82
458,153,140,1,9.44
459,153,18,3,68.05
460,154,79,3,66.85
461,154,18,1,68.05
462,155,52,3,28.97
463,156,188,1,70.11
464,156,142,2,94.28
465,156,72,1,78.92
466,156,97,2,1.49
467,157,87,3,92.64
468,157,99,3,20.89
469,158,33,3,70.77
470,158,186,1,27.48
471,158,17,2,82.39
472,158,195,3,47.38
473,158,36,3,71.45
474,159,15,3,72.81
475,159,180,2,24.21
476,159,44,1,51.31
477,159,58,3,41.82
478,159,168,2,16.54
479,160,108,3,12.74
480,161,26,2,99.19
481,162,181,2,10.94
482,162,196,1,18.81
483,162,3,2,9.55
484,162,20,3,84.28
485,162,190,1,55.19
486,163,177,3,55.21
487,163,174,3,23.13
488,163,53,2,53.5
489,164,142,1,94.28
490,164,120,2,41.53
491,164,189,1,86.72
492,164,135,3,31.19
493,164,31,2,9.64
494,165,41,1,64.02
495,165,28,2,15.59
496,165,94,3,26.4
497,165,6,3,96.88
498,166,71,2,28.07
499,166,182,1,92.38
500,167,28,2,15.59
501,167,5,3,41.02
502,168,71,3,28.07
503,168,77,3,39.5
504,169,169,1,6.39
505,169,180,2,24.21
506,169,163,1,9.21
507,170,196,3,18.81
508,170,136,2,2.0
509,171,174,2,23.13
510,171,57,3,60.72
511,171,139,2,32.14
512,171,1,2,22.34
513,171,99,1,20.89
514,172,101,2,16.05
515,172,186,2,27.48
516,172,142,2,94.28
517,172,164,2,42.67
518,173,124,3,12.46
519,174,195,1,47.38
520,174,172,3,61.73
521,174,72,2,78.92
522,174,47,3,63.82
523,174,71,1,28.07
524,175,33,1,70.77
525,175,184,2,12.28
526,175,15,3,72.81
527,175,170,1,48.48
528,176,159,3,99.14
529,176,96,1,52.96
530,176,106,3,3.09
531,176,122,3,41.81
532,177,189,2,86.72
533,177,66,1,98.44
534,177,163,3,9.21
535,177,199,3,37.92
536,177,152,3,17.21
537,178,33,2,70.77
538,178,130,2,62.46
539,178,112,3,23.25
540,178,126,3,62.77
541,179,136,3,2.0
542,179,156,2,57.94
543,179,29,1,47.37
544,179,182,3,92.38
545,180,154,3,47.32
546,181,88,3,28.46
547,182,31,1,9.64
548,182,49,3,93.71
549,182,103,2,91.81
550,183,143,3,93.29
551,184,150,3,60.0
552,184,122,2,41.81
553,184,96,2,52.96
554,184,135,1,31.19
555,184,115,1,15.31
556,185,133,2,88.32
557,185,18,2,68.05
558,185,88,3,28.46
559,185,186,1,27.48
560,185,116,1,40.98
561,186,128,2,26.06
562,186,109,2,17.75
563,186,18,2,68.05
564,186,127,3,54.92
565,187,40,1,47.83
566,187,107,1,84.03
567,187,101,1,16.05
568,187,165,3,90.83
569,188,90,1,80.69
570,188,162,2,27.63
571,189,99,1,20.89
572,189,28,1,15.59
573,190,48,1,51.52
574,190,123,3,86.64
575,190,119,2,16.96
576,190,50,2,37.81
577,191,43,1,16.15
578,191,151,1,36.77
579,191,90,3,80.69
580,191,119,3,16.96
581,192,134,2,82.52
582,193,155,2,75.48
583,193,182,2,92.38
584,193,57,3,60.72
585,193,50,1,37.81
586,194,14,2,15.57
587,194,193,1,92.29
588,195,141,1,97.75
589,195,22,1,93.74
590,195,197,3,31.82
591,196,191,3,73.1
592,196,170,3,48.48
593,197,174,3,23.13
594,197,18,1,68.05
595,197,63,3,51.43
596,197,114,2,69.74
597,198,175,1,5.85
598,199,46,3,94.35
599,199,146,2,74.84
600,199,195,2,47.38
601,200,84,1,28.79
602,200,161,1,21.52
603,200,137,2,50.53
604,200,55,1,20.22
605,200,109,3,17.75
606,201,80,3,65.66
607,202,74,1,16.95
608,202,168,3,16.54
609,202,29,3,47.37
610,203,90,1,80.69
611,203,109,1,17.75
612,204,171,2,99.82
613,204,113,2,27.76
614,205,68,3,19.98
615,206,144,3,61.14
616,206,145,3,26.26
617,206,144,2,61.14
618,206,27,2,92.23
619,206,117,3,75.9
620,207,129,1,97.87
621,207,112,1,23.25
622,207,25,3,77.71
623,208,137,2,50.53
624,208,167,2,69.9
625,209,87,1,92.64
626,210,145,1,26.26
627,210,180,1,24.21
628,210,123,3,86.64
629,210,121,2,93.04
630,210,130,1,62.46
631,211,21,1,85.32
632,211,179,1,85.79
633,211,45,3,8.29
634,211,18,2,68.05
635,211,177,1,55.21
636,212,133,1,88.32
637,213,149,3,73.08
638,213,16,2,62.51
639,214,63,2,51.43
640,215,169,3,6.39
641,215,57,1,60.72
642,215,124,2,12.46
643,215,22,1,93.74
644,215,169,2,6.39
645,216,131,1,49.3
646,216,126,1,62.77
647,216,79,1,66.85
648,216,130,3,62.46
649,216,160,2,72.4
650,217,146,3,74.84
651,218,34,3,90.43
652,218,175,1,5.85
653,218,85,1,85.35
654,218,102,2,68.98
655,219,132,3,12.67
656,219,157,1,88.69
657,219,200,2,35.79
658,220,164,1,42.67
659,220,96,2,52.96
660,220,49,3,93.71
661,220,110,1,17.21
662,221,122,3,41.81
663,221,35,3,45.87
664,221,80,3,65.66
665,221,103,1,91.81
666,222,86,1,24.15
667,222,119,2,16.96
668,222,85,1,85.35
669,222,67,1,56.83
670,222,53,1,53.5
671,223,59,3,60.5
672,223,156,1,57.94
673,223,73,1,21.82
674,223,39,1,74.28
675,224,99,3,20.89
676,224,75,2,3.53
677,224,156,1,57.94
678,224,83,3,88.29
679,224,11,3,21.86
680,225,165,2,90.83
681,225,3,1,9.55
682,225,191,3,73.1
683,225,41,3,64.02
684,225,156,1,57.94
685,226,60,3,56.64
686,226,90,1,80.69
687,227,126,2,62.77
688,227,96,3,52.96
689,227,123,2,86.64
690,228,90,2,80.69
691,228,20,3,84.28
692,228,36,3,71.45
693,228,59,2,60.5
694,229,100,1,13.84
695,230,38,1,38.09
696,230,156,1,57.94
697,230,99,1,20.89
698,230,11,2,21.86
699,231,8,2,3.42
700,231,187,2,35.19
701,231,45,1,8.29
702,231,115,1,15.31
703,231,92,1,49.26
704,232,105,1,72.61
705,232,61,2,92.49
706,232,18,3,68.05
707,232,7,2,45.34
708,233,108,3,12.74
709,233,121,2,93.04
710,234,37,3,94.21
711,234,179,3,85.79
712,234,44,1,51.31
713,234,19,3,78.17
714,234,35,1,45.87
715,235,120,1,41.53
716,235,155,1,75.48
717,235,7,2,45.34
718,235,163,1,9.21
719,236,83,3,88.29
720,236,150,1,60.0
721,236,55,1,20.22
722,236,44,3,51.31
723,236,151,2,36.77
724,237,112,1,23.25
725,237,44,3,51.31
726,238,138,3,15.26
727,238,189,2,86.72
728,238,54,2,28.16
729,238,14,2,15.57
730,239,35,3,45.87
731,239,170,2,48.48
732,239,35,1,45.87
733,240,168,1,16.54
734,240,129,3,97.87
735,241,193,2,92.29
736,241,89,2,48.78
737,241,174,1,23.13
738,241,3,3,9.55
739,241,15,2,72.81
740,242,126,2,62.77
741,242,133,3,88.32
742,242,79,3,66.85
743,242,45,1,8.29
744,242,183,2,99.07
745,243,136,2,2.0
746,244,78,2,38.48
747,244,9,2,25.51
748,244,97,3,1.49
749,244,85,1,85.35
750,244,37,2,94.21
751,245,23,1,96.76
752,245,169,2,6.39
753,246,188,3,70.11
754,246,65,1,41.26
755,246,85,1,85.35
756,247,122,3,41.81
757,247,186,2,27.48
758,247,87,3,92.64
759,247,88,1,28.46
760,248,155,3,75.48
761,248,196,3,18.81
762,249,135,2,31.19
763,249,195,1,47.38
764,249,88,2,28.46
765,249,138,1,15.26
766,249,139,1,32.14
767,250,9,2,25.51
768,250,31,2,9.64
769,250,61,2,92.49
770,251,112,2,23.25
771,252,190,3,55.19
772,252,85,2,85.35
773,252,39,3,74.28
774,252,20,1,84.28
775,252,68,2,19.98
776,253,157,3,88.69
777,253,22,1,93.74
778,253,15,3,72.81
779,253,62,3,47.32
780,253,28,2,15.59
781,254,85,1,85.35
782,254,174,1,23.13
783,254,101,2,16.05
784,254,162,3,27.63
785,255,38,1,38.09
786,255,49,1,93.71
787,255,86,3,24.15
788,255,62,1,47.32
789,256,84,2,28.79
790,256,68,2,19.98
791,256,39,3,74.28
792,256,163,3,9.21
793,257,1,1,22.34
794,258,1,3,22.34
795,258,178,2,90.9
796,258,108,2,12.74
797,259,8,1,3.42
798,259,12,1,53.01
799,260,184,2,12.28
800,260,59,2,60.5
801,261,36,1,71.45
802,261,14,1,15.57
803,261,143,1,93.29
804,262,163,1,9.21
805,262,131,1,49.3
806,262,139,2,32.14
807,262,48,1,51.52
808,263,146,2,74.84
809,263,187,1,35.19
810,263,60,1,56.64
811,264,58,1,41.82
812,264,71,1,28.07
813,264,74,1,16.95
814,264,197,2,31.82
815,265,169,2,6.39
816,266,192,1,26.0
817,266,89,1,48.78
818,266,64,2,26.42
819,266,24,2,86.52
820,267,184,2,12.28
821,267,84,2,28.79
822,267,115,2,15.31
823,268,141,2,97.75
824,268,99,1,20.89
825,268,176,2,83.64
826,268,198,2,90.92
827,268,93,2,7.09
828,269,147,3,22.88
829,269,127,3,54.92
830,270,11,1,21.86
831,270,160,2,72.4
832,270,111,3,22.51
833,270,139,3,32.14
834,271,147,3,22.88
835,271,197,1,31.82
836,271,129,2,97.87
837,272,76,3,10.24
838,272,169,2,6.39
839,272,100,2,13.84
840,272,40,3,47.83
841,272,163,2,9.21
842,273,61,1,92.49
843,273,40,3,47.83
844,274,71,3,28.07
845,274,134,1,82.52
846,275,38,3,38.09
847,275,197,2,31.82
848,275,78,3,38.48
849,275,113,1,27.76
850,276,86,3,24.15
851,277,197,2,31.82
852,277,44,3,51.31
853,277,171,1,99.82
854,277,9,1,25.51
855,278,97,2,1.49
856,278,83,2,88.29
857,279,62,1,47.32
858,280,196,1,18.81
859,281,91,3,77.03
860,281,67,2,56.83
861,281,16,1,62.51
862,282,161,1,21.52
863,282,175,3,5.85
864,282,134,2,82.52
865,282,28,2,15.59
866,283,40,2,47.83
867,283,147,2,22.88
868,284,48,1,51.52
869,285,167,2,69.9
870,285,75,3,3.53
871,285,103,2,91.81
872,285,2,1,19.07
873,285,197,1,31.82
874,286,53,3,53.5
875,286,65,1,41.26
876,286,164,3,42.67
877,287,159,3,99.14
878,288,36,3,71.45
879,288,155,1,75.48
880,288,129,3,97.87
881,289,197,1,31.82
882,289,157,1,88.69
883,289,1,3,22.34
884,289,125,1,18.62
885,289,61,1,92.49
886,290,40,2,47.83
887,291,70,2,85.62
888,291,150,2,60.0
889,291,91,2,77.03
890,292,111,2,22.51
891,292,149,1,73.08
892,292,115,3,15.31
893,292,100,1,13.84
894,292,149,1,73.08
895,293,183,3,99.07
896,294,100,2,13.84
897,295,122,2,41.81
898,296,188,1,70.11
899,296,79,1,66.85
900,296,121,1,93.04
901,296,33,2,70.77
902,297,59,1,60.5
903,297,27,3,92.23
904,297,82,3,81.67
905,298,17,1,82.39
906,298,126,2,62.77
907,298,100,1,13.84
908,298,144,2,61.14
909,298,42,3,44.91
910,299,155,3,75.48
911,299,190,3,55.19
912,299,29,2,47.37
913,299,108,1,12.74
914,299,42,1,44.91
915,300,73,1,21.82
916,300,92,2,49.26
917,301,97,1,1.49
918,301,86,3,24.15
919,301,106,1,3.09
920,302,34,3,90.43
921,302,157,2,88.69
922,302,173,3,76.28
923,302,89,2,48.78
924,303,90,2,80.69
925,303,39,3,74.28
926,303,76,2,10.24
927,303,34,1,90.43
928,303,141,1,97.75
929,304,101,3,16.05
930,304,199,2,37.92
931,304,34,1,90.43
932,304,165,3,90.83
933,305,50,3,37.81
934,305,125,2,18.62
935,305,164,1,42.67
936,305,123,3,86.64
937,306,131,3,49.3
938,306,43,1,16.15
939,306,161,3,21.52
940,307,10,3,83.9
941,308,167,2,69.9
942,308,87,3,92.64
943,308,197,1,31.82
944,308,170,1,48.48
945,308,80,2,65.66
946,309,115,1,15.31
947,309,146,2,74.84
948,309,122,3,41.81
949,309,154,2,47.32
950,310,80,2,65.66
951,310,34,1,90.43
952,310,196,1,18.81
953,310,175,1,5.85
954,311,56,1,36.39
955,311,5,2,41.02
956,311,177,1,55.21
957,311,55,1,20.22
958,312,161,3,21.52
959,312,129,1,97.87
960,312,36,2,71.45
961,312,27,3,92.23
962,313,123,2,86.64
963,314,1,3,22.34
964,314,18,1,68.05
965,314,30,3,34.66
966,314,102,3,68.98
967,314,54,3,28.16
968,315,91,2,77.03
969,315,182,2,92.38
970,315,19,2,78.17
971,315,175,3,5.85
972,316,10,1,83.9
973,316,177,2,55.21
974,316,158,1,72.86
975,316,188,2,70.11
976,316,192,3,26.0
977,317,133,1,88.32
978,317,109,2,17.75
979,317,26,3,99.19
980,317,199,1,37.92
981,317,141,1,97.75
982,318,90,1,80.69
983,319,191,2,73.1
984,320,122,2,41.81
985,320,67,1,56.83
986,320,17,2,82.39
987,321,42,2,44.91
988,321,151,3,36.77
989,321,27,1,92.23
990,321,136,1,2.0
991,321,79,1,66.85
992,322,64,2,26.42
993,322,17,2,82.39
994,322,108,2,12.74
995,322,108,3,12.74
996,323,179,2,85.79
997,323,74,3,16.95
998,323,165,2,90.83
999,324,35,3,45.87
1000,324,62,3,47.32
1001,324,158,1,72.86
1002,324,42,3,44.91
1003,324,185,1,91.06
1004,325,43,1,16.15
1005,326,130,1,62.46
1006,326,61,1,92.49
1007,326,64,3,26.42
1008,327,179,1,85.79
1009,327,151,2,36.77
1010,327,196,1,18.81
1011,327,13,1,24.24
1012,327,54,3,28.16
1013,328,79,2,66.85
1014,329,77,2,39.5
1015,329,66,2,98.44
1016,329,187,2,35.19
1017,329,58,2,41.82
1018,329,121,1,93.04
1019,330,108,2,12.74
1020,330,142,2,94.28
1021,330,84,2,28.79
1022,331,114,2,69.74
1023,331,115,2,15.31
1024,331,98,1,41.86
1025,332,23,2,96.76
1026,333,103,3,91.81
1027,334,25,3,77.71
1028,335,80,2,65.66
1029,335,67,2,56.83
1030,335,78,2,38.48
1031,335,179,1,85.79
1032,336,123,2,86.64
1033,336,103,3,91.81
1034,336,108,3,12.74
1035,336,141,3,97.75
1036,337,100,2,13.84
1037,337,73,1,21.82
1038,337,94,1,26.4
1039,337,151,3,36.77
1040,337,23,2,96.76
1041,338,125,1,18.62
1042,338,1,1,22.34
1043,338,146,1,74.84
1044,339,14,3,15.57
1045,339,25,1,77.71
1046,340,129,1,97.87
1047,340,39,1,74.28
1048,340,108,3,12.74
1049,340,57,1,60.72
1050,340,133,3,88.32
1051,341,62,2,47.32
1052,341,80,3,65.66
1053,342,184,3,12.28
1054,342,145,3,26.26
1055,342,112,2,23.25
1056,343,158,2,72.86
1057,343,131,1,49.3
1058,343,189,2,86.72
1059,343,146,3,74.84
1060,344,22,3,93.74
1061,345,157,1,88.69
1062,345,30,2,34.66
1063,345,78,3,38.48
1064,346,76,1,10.24
1065,346,103,2,91.81
1066,346,95,3,98.01
1067,346,102,1,68.98
1068,346,110,1,17.21
1069,347,30,3,34.66
1070,347,12,1,53.01
1071,348,138,1,15.26
1072,348,147,2,22.88
1073,349,8,2,3.42
1074,349,108,1,12.74
1075,349,75,3,3.53
1076,350,178,1,90.9
1077,351,24,3,86.52
1078,351,194,2,92.17
1079,351,45,1,8.29
1080,351,3,2,9.55
1081,351,51,3,80.58
1082,352,15,1,72.81
1083,352,61,3,92.49
1084,352,51,1,80.58
1085,352,141,2,97.75
1086,353,83,3,88.29
1087,353,70,2,85.62
1088,353,22,3,93.74
1089,354,90,2,80.69
1090,354,103,1,91.81
1091,354,172,2,61.73
1092,354,42,2,44.91
1093,355,141,3,97.75
1094,355,35,3,45.87
1095,355,194,3,92.17
1096,355,54,1,28.16
1097,356,156,1,57.94
1098,356,182,3,92.38
1099,356,149,2,73.08
1100,356,112,3,23.25
1101,357,109,3,17.75
1102,357,70,3,85.62
1103,357,195,1,47.38
1104,357,14,1,15.57
1105,358,127,2,54.92
1106,358,24,1,86.52
1107,358,90,3,80.69
1108,358,96,1,52.96
1109,358,66,2,98.44
1110,359,103,2,91.81
1111,359,4,3,4.76
1112,359,81,1,4.48
1113,360,101,3,16.05
1114,360,192,2,26.0
1115,361,28,2,15.59
1116,361,16,3,62.51
1117,361,117,3,75.9
1118,361,113,3,27.76
1119,362,66,2,98.44
1120,362,136,2,2.0
1121,363,156,1,57.94
1122,363,167,3,69.9
1123,364,33,1,70.77
1124,364,31,3,9.64
1125,364,22,1,93.74
1126,364,47,3,63.82
1127,365,79,1,66.85
1128,366,2,2,19.07
1129,366,98,1,41.86
1130,366,169,1,6.39
1131,367,13,1,24.24
1132,367,37,3,94.21
1133,367,77,2,39.5
1134,367,166,3,46.34
1135,368,170,2,48.48
1136,368,104,3,35.86
1137,368,87,2,92.64
1138,369,135,2,31.19
1139,370,150,2,60.0
1140,370,63,3,51.43
1141,370,152,3,17.21
1142,370,106,1,3.09
1143,371,20,3,84.28
1144,371,175,3,5.85
1145,372,188,1,70.11
1146,372,82,1,81.67
1147,372,151,2,36.77
1148,372,45,3,8.29
1149,373,16,1,62.51
1150,373,124,1,12.46
