order_id,customer_id,order_date,order_status,total_amount
367,299,2026-01-03,returned,176.98
368,875,2026-03-09,cancelled,40.4
369,377,2026-01-12,returned,403.98
370,1,2025-06-30,returned,164.9
371,835,2025-08-09,cancelled,260.96
372,457,2026-02-18,cancelled,47.25
373,689,2026-04-09,returned,260.86
374,449,2026-05-02,cancelled,291.43
375,178,2026-03-05,cancelled,330.24
376,74,2025-07-23,cancelled,139.16
377,769,2025-12-25,completed,338.34
378,111,2025-12-31,returned,248.23
379,152,2026-03-17,returned,207.58
380,320,2025-08-02,completed,485.33
381,921,2025-08-04,cancelled,134.52
382,497,2026-01-08,cancelled,86.25
383,367,2026-04-20,cancelled,187.46
384,334,2025-07-21,cancelled,226.33
385,130,2026-03-21,returned,112.39
386,872,2026-03-19,returned,281.44
387,488,2026-05-21,returned,116.85
388,617,2026-06-13,returned,149.65
389,22,2025-10-01,cancelled,75.43
390,56,2026-06-28,completed,113.91
391,160,2026-05-21,completed,306.22
392,974,2026-03-23,returned,457.3
393,124,2026-06-26,cancelled,222.87
394,431,2026-03-03,completed,186.53
395,190,2026-01-14,returned,247.78
396,861,2025-11-14,returned,493.78
397,959,2026-03-20,cancelled,94.8
398,868,2025-12-13,completed,151.42
399,172,2026-04-05,returned,256.71
400,862,2026-03-14,cancelled,472.69
401,192,2025-12-15,completed,237.27
402,949,2026-03-13,completed,452.5
403,763,2025-09-06,completed,446.39
404,313,2026-04-24,returned,316.35
405,501,2025-08-21,cancelled,441.32
406,17,2026-05-03,returned,426.43
407,770,2026-03-19,completed,354.6
408,234,2026-04-06,cancelled,460.95
409,846,2025-11-29,returned,32.61
410,466,2025-12-18,completed,316.16
411,228,2026-04-13,returned,29.06
412,628,2025-12-19,returned,28.68
413,579,2026-03-05,cancelled,230.94
414,81,2026-02-09,cancelled,482.12
415,597,2025-09-13,cancelled,61.65
416,156,2025-11-04,completed,117.92
417,5,2026-04-12,cancelled,377.89
418,222,2025-10-15,returned,173.83
419,388,2026-03-30,cancelled,473.05
420,817,2026-01-20,completed,129.03
421,807,2026-06-16,cancelled,306.05
422,723,2026-02-26,completed,320.95
423,509,2025-07-30,completed,420.46
424,622,2026-01-31,completed,191.78
425,873,2026-02-03,cancelled,402.62
426,110,2026-05-05,cancelled,344.04
427,427,2025-08-23,completed,437.0
428,76,2026-05-07,returned,26.88
429,773,2025-11-04,returned,364.23
430,943,2025-10-28,completed,163.56
431,203,2025-08-02,cancelled,29.28
432,812,2026-01-17,returned,185.96
433,641,2025-11-16,returned,240.54
434,11,2026-03-17,returned,297.69
435,397,2026-04-21,returned,124.81
436,110,2026-06-03,completed,273.98
437,412,2026-02-08,returned,227.49
438,509,2025-09-01,cancelled,390.08
439,69,2026-04-01,completed,196.79
440,277,2025-09-12,returned,147.81
441,269,2025-12-13,completed,367.78
442,205,2026-05-29,returned,448.2
443,866,2026-05-01,returned,405.29
444,165,2026-03-31,cancelled,305.75
445,573,2026-06-27,returned,216.22
446,128,2026-05-17,completed,324.64
447,77,2026-05-31,completed,192.05
448,348,2026-06-27,cancelled,101.35
449,243,2025-12-26,cancelled,399.75
450,782,2026-05-02,completed,111.84
451,799,2025-09-05,returned,387.24
452,843,2025-07-09,cancelled,246.14
453,376,2026-05-28,cancelled,39.9
454,706,2025-06-30,cancelled,236.63
455,769,2026-06-20,cancelled,135.61
456,734,2026-06-20,completed,224.52
457,341,2025-07-12,returned,421.21
458,914,2025-11-22,returned,203.71
459,369,2026-01-21,cancelled,166.81
460,833,2026-05-07,cancelled,476.13
461,921,2026-06-27,completed,14.07
462,381,2025-11-07,completed,451.54
463,311,2026-01-06,cancelled,380.91
464,276,2025-07-20,completed,250.87
465,793,2026-03-04,completed,17.9
466,38,2026-06-14,returned,172.0
467,630,2025-10-05,returned,300.66
468,749,2025-12-12,completed,438.58
469,330,2025-11-13,completed,313.65
470,68,2026-01-08,cancelled,178.5
471,571,2025-12-19,returned,153.57
472,929,2026-02-28,cancelled,60.14
473,996,2025-07-24,cancelled,227.87
474,296,2026-03-20,returned,322.27
475,798,2026-06-05,completed,149.97
476,171,2025-07-23,completed,262.81
477,469,2026-02-23,returned,129.73
478,611,2026-01-17,completed,239.96
479,908,2026-02-17,cancelled,429.51
480,618,2025-11-04,completed,112.03
481,182,2025-11-15,completed,58.91
482,433,2025-07-18,cancelled,149.23
483,957,2026-01-20,completed,61.06
484,846,2025-10-19,cancelled,389.02
485,54,2026-06-21,completed,97.02
486,504,2026-05-10,returned,129.4
487,99,2025-07-11,returned,442.41
488,495,2026-04-23,completed,265.1
489,622,2025-10-27,cancelled,140.43
490,247,2025-11-25,completed,147.94
491,524,2025-08-18,returned,231.9
492,542,2025-10-21,cancelled,103.0
493,951,2026-02-22,cancelled,226.16
494,992,2026-05-23,returned,277.83
495,935,2025-08-26,completed,460.82
496,746,2026-06-12,returned,22.26
497,183,2025-10-04,completed,50.35
498,288,2025-10-30,cancelled,319.33
499,970,2025-09-26,cancelled,24.56
500,372,2025-09-30,cancelled,461.23
501,223,2026-05-28,completed,102.53
502,749,2025-12-08,completed,26.89
503,942,2025-08-20,returned,69.43
504,329,2025-08-01,cancelled,120.27
505,423,2025-07-03,cancelled,285.06
506,586,2025-09-24,cancelled,228.2
507,797,2026-05-14,cancelled,20.25
508,970,2026-04-03,cancelled,263.67
509,198,2025-10-09,completed,456.42
510,593,2026-05-05,cancelled,90.6
511,912,2026-05-25,completed,208.82
512,384,2026-01-25,completed,314.54
513,784,2026-01-07,completed,360.99
514,792,2025-09-06,completed,495.35
515,470,2026-06-07,returned,398.65
516,384,2026-04-26,completed,175.93
517,567,2026-05-12,completed,260.05
518,889,2026-04-05,cancelled,343.87
519,781,2025-12-26,cancelled,138.71
520,855,2025-11-30,completed,465.18
521,366,2025-12-02,returned,376.67
522,617,2026-01-17,completed,253.58
523,753,2025-09-26,cancelled,124.68
524,629,2026-01-21,cancelled,466.49
525,86,2026-05-27,completed,482.71
526,564,2026-01-14,cancelled,233.51
527,816,2025-12-08,completed,370.21
528,424,2025-11-28,cancelled,211.83
529,305,2026-04-12,returned,11.51
530,94,2025-09-07,completed,123.91
531,440,2026-05-03,returned,396.52
532,286,2025-10-14,cancelled,397.53
533,280,2026-03-30,cancelled,157.87
534,388,2026-05-11,cancelled,390.05
535,223,2025-12-13,returned,51.17
536,853,2026-05-18,returned,386.93
537,996,2025-10-26,completed,369.99
538,579,2025-10-13,returned,81.28
539,94,2025-08-13,returned,189.79
540,326,2025-10-13,completed,157.3
541,688,2026-06-11,cancelled,83.15
542,558,2026-03-01,returned,159.51
543,957,2026-01-11,completed,150.02
544,684,2025-07-19,completed,188.61
545,476,2025-11-23,returned,293.8
546,995,2026-01-21,completed,91.5
547,705,2025-10-10,completed,447.39
548,209,2026-01-14,completed,269.76
549,603,2025-11-24,completed,77.45
550,63,2026-06-23,returned,465.88
551,538,2026-02-12,returned,76.53
552,633,2025-10-05,cancelled,319.27
553,935,2025-11-14,completed,378.21
554,420,2025-07-24,cancelled,394.11
555,327,2026-01-08,returned,364.95
556,986,2026-01-05,returned,178.89
557,988,2025-08-02,completed,332.97
558,621,2026-03-15,cancelled,205.7
559,676,2026-01-20,cancelled,317.63
560,745,2026-04-19,cancelled,15.93
561,155,2025-10-12,cancelled,485.14
562,227,2025-09-21,returned,188.76
563,331,2025-12-01,cancelled,190.58
564,391,2025-11-06,completed,122.01
565,207,2026-06-13,cancelled,312.12
566,943,2025-08-12,cancelled,10.67
567,184,2026-02-04,returned,398.8
568,364,2026-05-14,completed,373.13
569,422,2025-08-11,returned,86.57
570,495,2025-12-09,cancelled,390.28
571,1,2026-01-01,cancelled,326.34
572,600,2025-12-09,returned,254.6
573,395,2025-08-03,completed,292.99
574,213,2026-05-11,returned,93.56
575,320,2025-09-04,returned,161.26
576,260,2026-01-12,completed,228.04
577,649,2025-09-10,returned,490.9
578,862,2026-05-17,completed,119.78
579,858,2025-07-14,cancelled,470.57
580,620,2025-10-27,cancelled,448.73
581,733,2026-02-04,cancelled,416.51
582,252,2025-12-16,cancelled,88.31
583,677,2025-12-08,returned,79.1
584,418,2026-05-23,cancelled,109.74
585,235,2025-09-17,returned,459.87
586,420,2025-11-02,returned,310.65
587,239,2026-03-06,returned,190.5
588,411,2025-11-21,returned,248.44
589,827,2025-11-07,cancelled,456.46
590,2,2025-11-07,completed,123.98
591,645,2026-05-04,cancelled,233.63
592,157,2025-07-17,cancelled,384.99
593,454,2025-08-13,completed,247.09
594,112,2026-04-11,returned,137.26
595,808,2025-10-31,returned,209.02
596,124,2026-04-29,returned,109.76
597,465,2025-10-19,completed,82.89
598,390,2025-11-10,completed,272.06
599,266,2026-03-05,completed,45.34
600,403,2025-12-07,returned,379.31
601,68,2025-07-01,completed,249.24
602,182,2025-07-03,completed,448.13
603,399,2025-10-22,returned,250.2
604,932,2025-09-02,cancelled,278.9
605,740,2026-04-02,returned,53.62
606,336,2025-07-07,completed,233.39
607,77,2025-06-28,completed,207.92
608,302,2025-09-05,completed,34.5
609,811,2026-01-30,cancelled,346.53
610,724,2025-10-02,cancelled,164.2
611,366,2025-11-01,returned,275.93
612,485,2026-03-04,returned,393.93
613,459,2026-03-25,completed,425.2
614,622,2026-03-01,returned,190.9
615,65,2026-03-30,returned,216.05
616,464,2026-04-02,returned,77.05
617,470,2025-07-04,cancelled,235.81
618,996,2026-04-02,cancelled,337.75
619,66,2026-02-05,returned,174.77
620,135,2025-10-31,completed,85.08
621,861,2026-04-29,returned,95.93
622,998,2025-10-12,returned,164.95
623,935,2025-09-05,cancelled,160.15
624,515,2026-06-18,returned,443.71
625,145,2026-03-21,returned,206.65
626,595,2025-07-31,completed,275.35
627,708,2026-04-04,cancelled,375.98
628,261,2026-04-01,completed,280.46
629,94,2025-07-16,returned,27.08
630,828,2025-12-19,returned,206.08
631,579,2025-12-09,cancelled,108.02
632,153,2026-04-07,returned,253.94
633,416,2026-04-14,returned,265.26
634,989,2025-07-17,cancelled,140.35
635,740,2025-11-30,cancelled,152.08
636,548,2026-05-25,returned,458.8
637,320,2026-04-20,cancelled,489.17
638,819,2025-12-06,completed,486.36
639,315,2025-10-22,completed,244.87
640,433,2026-02-15,completed,451.69
641,532,2026-03-29,cancelled,200.31
642,660,2025-11-15,cancelled,360.98
643,564,2025-07-23,returned,438.41
644,988,2026-01-05,cancelled,483.39
645,795,2026-06-19,completed,414.15
646,83,2025-07-05,completed,240.71
647,981,2026-04-30,returned,263.68
648,314,2026-06-19,completed,360.91
649,82,2026-02-09,cancelled,83.33
650,968,2025-10-28,cancelled,139.15
651,344,2026-05-01,returned,172.43
652,481,2026-01-23,cancelled,225.2
653,609,2026-04-12,cancelled,103.41
654,314,2025-07-15,cancelled,270.45
655,871,2025-09-11,completed,115.49
656,817,2025-10-12,completed,220.55
657,270,2026-02-05,returned,158.21
658,333,2026-02-14,cancelled,47.71
659,613,2025-10-23,completed,332.26
660,581,2025-09-14,completed,25.91
661,528,2025-09-29,completed,453.17
662,465,2025-08-16,returned,132.22
663,625,2026-03-08,cancelled,22.52
664,541,2025-08-17,completed,172.35
665,41,2026-04-22,completed,27.21
666,988,2025-10-13,cancelled,407.15
667,817,2026-01-05,returned,69.42
668,550,2026-02-24,cancelled,108.2
669,162,2025-08-05,cancelled,327.53
670,55,2026-03-10,cancelled,187.19
671,862,2026-02-01,returned,352.14
672,272,2025-10-07,completed,116.23
673,373,2026-03-01,returned,226.01
674,938,2026-05-23,returned,379.64
675,62,2025-07-09,cancelled,49.38
676,426,2025-08-19,completed,265.26
677,756,2025-09-09,cancelled,454.46
678,626,2026-05-25,cancelled,379.29
679,400,2026-01-10,completed,76.93
680,979,2026-04-30,cancelled,499.39
681,543,2026-06-21,cancelled,475.62
682,288,2025-10-15,returned,292.48
683,683,2025-10-13,cancelled,35.33
684,248,2026-04-20,completed,243.75
685,60,2026-03-21,completed,320.13
686,803,2026-03-21,completed,430.44
687,508,2026-05-17,cancelled,358.69
688,525,2025-11-02,completed,380.24
689,127,2026-04-18,returned,469.28
690,44,2026-03-31,completed,215.21
691,506,2025-09-10,completed,60.95
692,713,2025-08-14,returned,362.26
693,764,2025-12-17,cancelled,277.3
694,850,2025-10-12,completed,117.1
695,899,2025-12-15,completed,139.98
696,974,2026-05-16,returned,458.14
697,5,2026-04-13,cancelled,84.33
698,538,2026-05-13,completed,274.01
699,547,2026-05-03,cancelled,49.41
700,580,2026-04-12,returned,104.58
701,616,2026-05-18,cancelled,335.77
702,457,2025-07-01,returned,154.59
703,142,2026-02-23,completed,118.01
704,843,2025-09-26,completed,331.64
705,151,2026-05-08,completed,260.78
706,197,2026-01-08,completed,120.96
707,498,2026-06-25,returned,276.14
708,990,2026-03-31,completed,346.45
709,593,2025-08-11,cancelled,337.48
710,908,2026-06-27,returned,164.25
711,915,2026-04-18,completed,45.33
712,885,2026-03-03,cancelled,39.05
713,317,2026-06-08,completed,388.47
714,667,2025-07-07,returned,330.19
715,586,2025-06-28,cancelled,85.95
716,984,2025-10-19,returned,206.88
717,564,2025-09-05,cancelled,240.04
718,321,2025-08-01,completed,44.21
719,280,2026-05-18,cancelled,23.72
720,36,2025-08-11,returned,135.81
721,242,2026-06-18,cancelled,59.02
722,730,2025-09-01,returned,197.62
723,759,2026-02-27,cancelled,182.93
724,725,2025-09-17,returned,374.04
725,422,2025-07-13,completed,93.28
726,383,2025-12-03,cancelled,18.75
727,565,2026-04-12,cancelled,459.64
728,452,2026-05-18,completed,69.41
729,323,2026-01-02,cancelled,161.48
730,270,2025-10-16,completed,455.37
731,966,2026-06-24,completed,319.42
732,158,2025-07-18,cancelled,294.47
733,809,2025-11-26,cancelled,69.06
734,394,2026-04-08,completed,207.32
735,740,2026-04-28,returned,303.49
736,218,2026-06-05,returned,474.01
737,351,2026-05-31,completed,243.57
738,813,2025-08-15,completed,383.22
739,316,2026-06-12,cancelled,120.44
740,589,2025-10-11,cancelled,181.75
741,215,2026-04-13,returned,497.56
742,722,2026-03-18,completed,255.13
743,921,2026-03-25,returned,251.55
744,276,2026-06-19,returned,187.65
745,274,2025-12-06,completed,485.58
746,46,2026-03-12,cancelled,319.02
747,137,2026-03-24,cancelled,88.31
748,925,2025-08-04,completed,263.5
